Field_ID,Yield
PVJYUWG,4.236898333333338
K4NN4Q0,6.035015833333335
CDT2K2C,3.180042499999999
BQP6V2I,2.3257399999999997
FS7TZYN,4.806404583333336
Z21MV5J,3.0047275
EEQRGNX,4.691125
RHGZARP,2.2408049999999995
AQB7JW1,1.3557024999999998
HXM2Q4Q,3.3331550000000005
GJMXSYN,2.8466850000000004
DGM8L3Q,2.1807524999999996
2N67CXT,3.912330000000001
829BVXL,2.4119250000000005
1WS6VWQ,3.3004808333333346
2SV8GW5,3.703059500000001
52PO5GX,2.3242725
EK0QK7G,2.8489074999999993
ZCKZJ3S,3.3382875000000003
AN728RD,1.4906624999999991
D106R76,1.3041824999999994
2U7ZBGC,3.556330000000001
BLCMD2J,2.1196924999999998
ZZWE9W8,2.129377499999999
WDWUP0C,2.495505000000001
ENX4RE0,1.8862325000000002
7K4NEXB,1.9693775
LM1TIH7,2.332230000000001
GVJ8G6Z,2.6888200000000007
1W5QLX0,3.1077449999999995
5RVO9IZ,3.0322175000000002
ORU29YR,2.2631174999999994
CSX8AGY,2.9525675000000007
0ZCC30F,2.2058933333333335
YI56DOH,2.358475833333333
S2LIG3O,2.8265600000000006
CPFZNDR,2.6529475
UJA199A,2.718142499999999
SG07DLL,3.899025000000001
31VMTYQ,1.997524999999999
Q0MY8Z8,4.4256400000000005
VUI3MKZ,2.2830699999999995
DR3X2GZ,3.559681666666665
AM3DADB,2.342207499999998
JFMLS2K,2.56241
WR8LRDW,3.315390000000001
KL83DTE,1.802885
P23CFTL,2.76123
0DMFITP,3.650252500000001
1TZZ9MC,2.2297149999999997
6MBWM7D,2.974495
QMR58YK,2.6849249999999993
N9XBK5G,1.9393
8882TKP,1.9704808333333335
YOIOP8F,1.8238625000000008
38071LM,2.95337
LILCFUT,1.8446949999999995
GWBOS2T,3.573432500000001
ERE7D7K,2.5644058333333346
IRBIFOO,1.7086849999999998
SF3OAIK,2.5118325
A901TDU,3.076335000000002
HVK3FKN,1.9860849999999997
VBQT01A,3.3465116666666663
OG0P3FX,2.928415000000001
KX6MTTB,2.09976
SOHAWYC,2.9135899999999997
9ZLWWN2,2.99493
IEBZBG4,2.5213400000000004
HH3UNDW,2.23312
VMG9S1E,3.4118600000000017
1J09PHN,2.807857500000001
W3TUO7D,2.0404599999999995
Q50FB9L,2.2325750000000006
A5JXM5Y,2.6247108333333333
MO48K55,2.30693
7250M07,2.2073516666666664
SGL9F23,4.9999600000000015
4QNON1L,2.41817
04PWTYK,2.2144750000000006
0IB682E,2.3251975000000003
4H5ECQZ,2.229725
UH3AJ3Z,2.5463800000000005
H94F4T6,2.4732000000000003
7Q34FNN,3.4884008333333343
SZTOOU4,3.1974150000000012
DA5T2LX,2.2842149999999988
T06RK4I,2.9921074999999995
PB4AE5A,1.989385
KD4MI9L,2.8193525000000013
BYMR2SO,2.3002775000000004
AO8GALV,2.4836450000000005
3JU97RU,2.105199999999999
MC2MGES,2.4693449999999997
8TQVJYV,2.9286699999999994
JC9SMON,5.9028950000000036
PWA6W1X,3.0246199999999988
8WYDFOG,1.9214750000000003
UPJICDW,2.9525675000000007
I5I49JE,1.9548100000000002
NMDYWRE,1.9388174999999999
QRBMMTO,2.0607399999999987
ZV1ELXU,5.082704583333333
VEFSSDD,2.6000699999999997
M43QNSV,2.9824816666666676
VFZ6HB6,3.2109633333333325
1L1VDVD,1.8522841666666665
35BRDCU,3.3519875000000003
EMZVJHJ,3.3027599999999984
DZV4R1K,2.2998325000000004
M4VOCV6,2.1418525
NIQDM2F,2.6115450000000004
XJ3WPTG,2.615617500000001
NSBED9V,3.3840524999999997
BVLD5HP,2.749847500000001
LHAHBVQ,2.544643333333333
Q2LI49G,2.710014999999999
IGADP0W,2.7664724999999994
0J3HUB7,1.8974550000000006
04UBJON,1.9459774999999997
ONQYXCY,2.6401958333333333
VX4TE6W,3.1772416666666667
JP0B3RA,1.9492649999999991
WOXTTDH,3.7144162499999993
G55NVA0,2.2937924999999995
JB1FBAK,2.7986125000000017
6N3X8BE,2.7873075
C5W9447,2.9097675000000014
4FEWW32,2.0559458333333325
VTYCASF,4.770565000000001
9GQ5E7L,2.9004250000000007
C7M9E8Y,1.823452499999999
NITU5JX,2.0579091666666662
BA352ZM,2.093625000000001
1PGXQQ5,2.3026174999999993
CKO3OG6,3.4175425
LU8ZARG,3.7638558333333334
YWBUUVG,2.57317
YTNSQWM,5.732457500000001
BZFVXQ4,2.9614975000000006
RQI76BQ,2.899897499999999
TK6CIWT,1.8028687499999996
US32L36,3.5368350000000004
6FDJ7ID,2.5994233333333336
1R4ZTTG,2.309912500000001
UCN7R7V,3.7259625
ZNCBPCZ,2.0673124999999994
VV8ZGWV,1.2759875000000003
6UFEUAX,2.5614675
7YHJSBZ,3.1112824999999997
MDI9IJ4,1.8193825
1JS0IAX,1.3603100000000001
64VMGQJ,2.018239999999999
V2HOCLI,2.80293
II84TEM,5.514495000000002
OC1LH5E,2.3274299999999988
HAVG8EX,1.8662925
CDEJ38Z,2.236169999999999
OFH4IN5,4.0799425000000005
9KY9WLW,2.4730624999999997
9P3QQPM,2.7723375
3H89LWV,2.0028449999999993
I6EYSGB,2.826409999999999
XOEIR44,1.9183824999999997
YB307JG,2.2795
8TT86NF,2.512725
